Meet|Level|Date|Results|Meet Url
Iron Egg in the D|Local|2016-11-12|57|2229
Teen vs. Gravity, Youth and Junior Challenge|Local|2016-11-12|35|2230
Olympia Southwest Open 2016|Local|2016-11-12|43|2138
Three Kings Youth and Junior Weightlifting Meet|Local|2016-11-12|14|2245
Eastern Georgia Championships|Local|2016-11-12|26|2154
2016 War of Westchester|Local|2016-11-06|49|2106
The Alameda Weightlifting Competition|Local|2016-11-06|25|2226
Calavera Barbell's Day of the Dead Open|Local|2016-11-05|25|2249
2016 Chikara Open|Local|2016-11-05|65|559
Florida State Championships|Local|2016-11-05|259|2189
1st Annual Harvest Classic|Local|2016-11-05|21|2099
2016 American Masters Weightlifting Championship|National|2016-11-04|205|2025
I-STEP 2nd Annual Invitational and Developmental Meet|Local|2016-10-30|26|2242
Farewell to Ski|Local|2016-10-29|12|2263
2016 Halloween Weightlifting Spectacular|Local|2016-10-29|28|2139
Central Texas Oly Open|Local|2016-10-29|39|2131
Last Chance Qualifier|Local|2016-10-23|6|2241
Hassle Free Last Chance AO|Local|2016-10-23|29|2253
TeamWNY October Open|Local|2016-10-23|56|2075
AO Qualifier|Local|2016-10-22|23|2195
VBW AO Qualifier|Local|2016-10-22|51|2103
Fortius Halloween Open|Local|2016-10-22|146|2033
King of Kilos and Queen of Kilos|Local|2016-10-22|55|2148
Iron Beaver Weightlifting Fall Classic|Local|2016-10-22|41|2093
AO Last Chance Qualifier|Local|2016-10-22|22|2221
2016 Trident Open|Local|2016-10-22|55|1682
2016 ZKC USA Fall Classic|Local|2016-10-22|75|2071
Rusted Crow Liftoff|Local|2016-10-22|19|2232
Cal State Fullerton A.O. Last Chance Qualifier|Local|2016-10-22|39|2222
Mid-American Weightlifting Championships|Local|2016-10-22|135|2201
Unrivaled Classic 2016|Local|2016-10-22|68|2150
Fall Classic/AO last chance Qualifier|Local|2016-10-22|30|2096
Out of Step Barbell Open #11 - Last Chance AO Qualifier!|Local|2016-10-22|31|2162
2016 Stoneage Invitational|Local|2016-10-22|34|2224
Last Chance Qualifier for The American Open|Local|2016-10-22|8|2257
Hardcore Barbell Open|Local|2016-10-22|16|2203
Akron Weightlifting Open|Local|2016-10-22|41|2119
Hawaii State Championships|Local|2016-10-22|79|2246
2016 WWC Invitational|Local|2016-10-22|6|2280
FRCF Fall Weightlifting Meet|Local|2016-10-22|96|1853
Rocktober Classic|Local|2016-10-22|39|2193
Faction Fall Weightlifting Open|Local|2016-10-22|20|2225
Kentucky Open Championship|Local|2016-10-22|69|550
2016 Idaho State Championships|Local|2016-10-22|47|2164
NEVADA STATE CHAMPIONSHIPS|Local|2016-10-22|22|2039
AO Qualifier|Local|2016-10-22|23|2195
The Minnesota Open|Local|2016-10-22|128|2089
2016 Central New York Open|Local|2016-10-22|46|2155
Black Flag Invitational|Local|2016-10-22|21|2196
MidWest Strongest Unicorn|Local|2016-10-22|101|1928
Weightliftingpls fall open and last chance AO qualifier|Local|2016-10-22|37|2041
Cookies & Kilos Fall Open|Local|2016-10-22|73|1857
2016 Gold Cup Challenge|Local|2016-10-22|132|1745
2016 Gough-Karchut Classic|Local|2016-10-22|57|2134
2016 Danica Rue Invitational|Local|2016-10-21|7|2264
AO Qualifier|Local|2016-10-21|7|2276
2016 IWF Youth World Championships|International|2016-10-19|16|2284
Enfeld Open|Local|2016-10-16|36|2153
BARBARIAN BARBELL presents OctoBar Fest!|Local|2016-10-15|40|1814
Fall 2016 IronCat Open|Local|2016-10-15|29|2146
2016 Metropolitan Weightlifting Championships|Local|2016-10-15|85|2157
Lord of the Lifts Super Competition|Local|2016-10-15|53|2179
Rodger DeGarmo Memorial|Local|2016-10-15|50|2199
Red River Classic|Local|2016-10-15|13|2180
2016 Europa Games Best in the West Weightlifting Championships|Local|2016-10-15|17|2126
Palmetto Open|Local|2016-10-15|26|2116
Larry Hanneman Memorial|Local|2016-10-15|63|2211
TGA Qualifier|Local|2016-10-15|17|2234
SouthEast Classic|Local|2016-10-15|28|2047
MIA Classic|Local|2016-10-15|97|2048
MWL 72|Local|2016-10-15|25|2215
MIA Classic|Local|2016-10-15|97|2048
MWL 72|Local|2016-10-15|25|2215
2016 Copperhead|Local|2016-10-15|121|2217
Last Heavy Day Fall Comp|Local|2016-10-13|6|2240
2016 Nevada State Championships|Local|2016-10-09|18|2186
Hassle Free BBC Fall Breaker|Local|2016-10-09|56|2133
JonesN4 Weightlifting Open|Local|2016-10-08|16|2113
AFC Ã¢â‚¬â€œ CWL OLYMPIC LIFTING SPORT COMPETITION 2016|Local|2016-10-08|6|2254
Arizona State Championships|Local|2016-10-08|46|2168
Black Box Classic|Local|2016-10-08|31|1990
Kilo Classic|Local|2016-10-08|38|2125
Tampa Bay Area Classic 3|Local|2016-10-08|64|2104
3rd Annual White Rose Barbell Open|Local|2016-10-08|73|1935
Nashville Weightlifting fall open|Local|2016-10-08|20|2202
6th Annual Ginny Robinson Memorial Breast Cancer Awareness Weightlifting Competition|Local|2016-10-08|83|516
Battle of Pearl Harbor Weightlifting Meet|Local|2016-10-08|49|538
GPX Open Presented By Mississippi Barbell|Local|2016-10-08|25|2173
The Fall Open|Local|2016-10-08|45|1961
RecordBreakers 2016|Local|2016-10-07|69|2188
Kill Cliff Showdown|Local|2016-10-01|55|1834
UnCharted Barbell's Fall Open|Local|2016-10-01|69|2045
Industrious Fall Classic|Local|2016-10-01|54|2058
Green Bay Barbell Open|Local|2016-10-01|51|2135
NOVA Open|Local|2016-10-01|79|2105
AK State Championship Weightlifting Meet|Local|2016-10-01|15|2170
2016 Max's Gym Open|Local|2016-10-01|70|2149
SolaFide Barbell Inaugural Meet|Local|2016-10-01|15|2205
2016 Philadelphia Open|Local|2016-10-01|38|2118
2016 Manitoba Open Championships|Local|2016-10-01|5|2185
2016 Savage Weightlifting Open|Local|2016-10-01|11|2197
2016 IWF Masters Championship|International|2016-09-30|71|2266
Development Meet (September)|Local|2016-09-30|12|2233
4th HoundWood Gym Pocket-Size Open|Local|2016-09-25|13|2181
The Cascade Weightlifting Classic|Local|2016-09-25|30|2052
2016 Elmira Fall Open|Local|2016-09-24|26|2121
Nutmeg State Open, Junior, and Masters|Local|2016-09-24|58|2069
Elite weightlifting classic|Local|2016-09-24|39|1924
HIBBC Barbell Rodeo|Local|2016-09-24|17|2214
Testify Barbell Bash|Local|2016-09-24|10|2206
September Showdown 2016|Local|2016-09-24|18|2109
2016 National Under 25 Championship|National|2016-09-22|263|1815
2016 National University Championship|National|2016-09-22|414|1805
2016 Youth Pan Ams|Local|2016-09-20|14|2244
Rudy Sablo  Memorial|Local|2016-09-18|56|2087
Iron Athlete September Open|Local|2016-09-17|41|2100
The Mid-Michigan Open|Local|2016-09-17|34|2166
Mash Mafia Strength Picnic|Local|2016-09-17|33|2145
HD Fall Classic: Harvest of Gains|Local|2016-09-17|20|2156
2016 Vulkan Weightlifting Fall Open|Local|2016-09-17|46|2068
RUFIT Weightlifting Championships|Local|2016-09-17|34|1955
HD Fall Classic: Harvest of Gains|Local|2016-09-17|20|2156
2016 Vulkan Weightlifting Fall Open|Local|2016-09-17|46|2068
RUFIT Weightlifting Championships|Local|2016-09-17|34|1955
2016 Olympia Cup|Local|2016-09-16|24|2077
Marin Open|Local|2016-09-11|71|2088
The Weightlifting League #8|Local|2016-09-11|14|2080
2016 Chicago Open|Local|2016-09-10|42|2127
York Barbell Hall of Fame Open|Local|2016-09-10|31|1758
Buffalo Niagara Fitness Expo Open/NY State Olympic Weightlifting Championships|Local|2016-09-10|38|1994
2016 TCA Fall Kick-Off Weightlifting Meet|Local|2016-09-10|66|541
Barbells and Brews 2016|Local|2016-09-10|94|2043
PFB Mount Hood Classic|Local|2016-09-03|10|2095
The OTC Colorado Springs Open - The Final Lift Off|National|2016-09-03|7|2097
2016 Afro-Asian Championships|Local|2016-09-03|1|2191
Hassle Free Invitational sponsored by Total Nutrition|Local|2016-09-03|100|2102
Olympia Fall Open WLC|Local|2016-09-03|22|546
Palmetto Invitational|Local|2016-08-28|6|2175
Hyde Park UNC/U25 Qualifier|Local|2016-08-28|27|2124
Orlando Open|Local|2016-08-27|38|2083
Last Chance Qualifier|Local|2016-08-27|32|1947
Team Chikara Developmental Meet #46|Local|2016-08-27|11|2198
Peaks Summer Classic|Local|2016-08-27|44|2171
U25 Qualifier|Local|2016-08-27|6|2182
HDAC Fall Qual|Local|2016-08-27|10|2161
Last Chance SF|Local|2016-08-27|6|2172
The Praelium|Local|2016-08-27|144|1873
August Meet 2016|Local|2016-08-27|6|2151
SoCal Weightlifting Summer Classic|Local|2016-08-27|199|1971
2016 Kansas State & Open Championships|Local|2016-08-27|196|2050
Dogg Days of Summer|Local|2016-08-27|48|2063
Kilodelphia Open (Uni Nats last chance qualifier)|Local|2016-08-27|66|2129
BlackBox Summer Showdown|Local|2016-08-27|56|2074
Athleo Open|Local|2016-08-27|17|1995
University Nationals Last Chance Qualifier|Local|2016-08-27|7|2174
Guy Carlton Memorial Weightlifting Championships|Local|2016-08-27|54|2042
Iron Tiger University and U25 Last Chance Qualifier|Local|2016-08-27|27|2078
2016 Fairbanks Lift Off|Local|2016-08-27|8|2178
Texas Strength State Qualifer|Local|2016-08-27|53|2147
Brooklyn Barbell Open|Local|2016-08-27|115|1827
Kingfield Classic|Local|2016-08-27|25|2092
Salinas Valley U25 Last Chance Qualifier|Local|2016-08-27|21|2169
2016 SENSE Gym Weightlifting Meet #2|Local|2016-08-21|17|2167
212 OPEN|Local|2016-08-21|27|2082
Rumbler's Inaugural First Timer's Meet|Local|2016-08-20|28|1992
Turtle Classic|Local|2016-08-20|7|2117
Last Chance Qualifier for Texas State 2017|Local|2016-08-20|9|2141
RWL SUMMER DEVELOPMENTAL MEET # 3 OF 3|Local|2016-08-20|14|2051
NX Level Weightlifting Invitational|Local|2016-08-20|22|2098
Gayle Hatch Team (Closed)|Local|2016-08-20|12|2163
Lubbock Weightlifting Open|Local|2016-08-20|8|1996
Gayle Hatch Team (Closed)|Local|2016-08-20|12|2163
Xcel Barbell Club Last Chance Qualifier|Local|2016-08-20|42|2055
Grind House Barbell Weightlifting Open|Local|2016-08-20|36|2076
AZO Summer Classic|Local|2016-08-20|10|2165
Oak Cliff Weightlifting Classic|Local|2016-08-20|62|2012
2016 Chikara Invitational|Local|2016-08-20|13|558
Rumbler's Inaugural First Timer's Meet|Local|2016-08-20|28|1992
Last Chance Qualifier University Nationals - LiftMore|Local|2016-08-20|12|2158
Qualifier|Local|2016-08-20|13|2159
Donny Shankle Weightlifting Developmental Competition|Local|2016-08-14|7|2136
NJ OUTDOOR  LWC CHAMPIONSHIPS AND OPEN|Local|2016-08-13|42|2019
Klash of the Kilos|Local|2016-08-13|15|2073
The Mobility-Doc Classic|Local|2016-08-13|78|1884
Rhema Rumble Weightlifting Meet|Local|2016-08-13|16|2086
Gonna Fly Now|Local|2016-08-13|15|2056
The Alabama Open|Local|2016-08-13|8|2015
HiTechplates inaugural|Local|2016-08-13|34|2114
Eat Wings Raise Funds Throwdown|Local|2016-08-10|8|2123
The Weightlifting League #7|Local|2016-08-07|10|2023
CMG Devlopmental|Local|2016-08-07|13|2036
Connecticut Open|Local|2016-08-07|55|1911
Nebraska State and Open Championships|Local|2016-08-06|96|2029
2nd Annual Bridgeport Barbell Club Classic|Local|2016-08-06|63|1777
Zoo City Barbell University National Qualifier|Local|2016-08-06|14|2128
International Invitational|Local|2016-08-06|45|1895
Waimanalo open|Local|2016-08-06|71|1952
Force Gym Meet|Local|2016-08-06|10|2130
University Nationals Last Chance Qualifier|Local|2016-08-06|20|2120
MiddleTennesseeBarbell Summer Open v.2|Local|2016-08-06|26|2066
Port Saint Lucie Weightlifting Open|Local|2016-08-06|57|1944
University Qualifier|Local|2016-08-06|6|2111
MS Barbell University Qualifer|Local|2016-08-06|6|2122
Southside's Summer select weightlifting meet|Local|2016-08-06|12|2026
Redwood Empire Championships|Local|2016-08-06|79|1848
2016 Rio Olympic Games|International|2016-08-05|4|2192
United States Olympic Training Center 15U Camp Competition|Local|2016-08-05|32|2144
CANUSA JEKYLLHYDE SUMMER OPEN 2016|Local|2016-07-30|70|1871
PA State Championships & Pgh Summer Open|Local|2016-07-30|84|1872
Tommy Kono Memorial I|Local|2016-07-30|101|2084
Annual Mushtok Open|Local|2016-07-30|64|2085
Greensboro Open|Local|2016-07-30|31|1964
Ames Open|Local|2016-07-30|41|2001
RWL Open Weightlifting Competition|Local|2016-07-30|50|515
Georgia Games Olympic Weightlifting Championship|Local|2016-07-30|86|2038
Development Meet (July)|Local|2016-07-29|10|2115
Fortius Developmental|Local|2016-07-24|19|2034
The Alameda Weightlifting Competition|Local|2016-07-24|37|2049
Summer Slam- A Texas State Qualifer|Local|2016-07-23|22|2040
Lorton Strength Classic|Local|2016-07-23|38|1894
Bay State Games|Local|2016-07-23|111|1810
Open Meet Chattanooga|Local|2016-07-23|41|1925
Games Weekend Liftoff|Local|2016-07-23|22|2079
Summer Slam- A Texas State Qualifer|Local|2016-07-23|22|2040
2016 Jerry Dunne Red Light Open|Local|2016-07-23|18|2059
Lorton Strength Classic|Local|2016-07-23|38|1894
Pound for Pound Weightlifting Meet|Local|2016-07-23|8|2060
Bay State Games|Local|2016-07-23|111|1810
Suns Out Guns Out - In House Meet|Local|2016-07-23|8|2044
701 Summer Open|Local|2016-07-16|16|1965
Jenny Arthur Send Off to Rio|Local|2016-07-16|14|2108
California State GAmes|Local|2016-07-16|119|1968
Liftmas in July|Local|2016-07-16|24|2037
WASH STATE CHAMPIONSHIPS|Local|2016-07-16|72|1796
The Liberty Games|Local|2016-07-16|73|1859
Athletic Lab Summer Classic|Local|2016-07-16|84|1892
RVA Open 2016|Local|2016-07-16|125|1820
Scottsdale Barbell Open|Local|2016-07-16|43|1987
Utah State Weightlifting Championships|Local|2016-07-15|62|2094
Summer Weightlifting Open|Local|2016-07-10|25|2067
The Weightlifting League #6|Local|2016-07-10|15|1931
Mash Mafia Camp Competition|Local|2016-07-10|8|1999
Beyond Parallel Open|Local|2016-07-09|30|1800
Onaga Blast Chance|Local|2016-07-09|69|1684
Freedom Classic|Local|2016-07-09|48|1903
2016 Oklahoma State Championships of Weightlifting|Local|2016-07-09|93|2091
Vaughn Weightlifting Open|Local|2016-07-09|90|1766
Garage Freedom Open|Local|2016-07-09|30|2030
2016 Black & Red Open|Local|2016-07-09|89|1951
2016 Crow Hill Open|Local|2016-07-09|88|1651
Titans of Strength  Weightlifting Meet|Local|2016-07-09|25|1989
Boise Barbell Open|Local|2016-07-08|41|1959
Big Shoulders Clang and Bang|Local|2016-07-02|21|2070
ZKC International Tournament|Local|2016-06-30|8|2009
Development Meet (JUNE)|Local|2016-06-26|22|2061
2016 CMG Master Blaster|Local|2016-06-26|7|2062
GRIND Summer liftoff|Local|2016-06-25|50|1933
2016 Weightlifting Wise Championships|Local|2016-06-25|55|2064
2nd Annual Mile High Olympic Day Open|Local|2016-06-25|33|1825
Fun on the Vegas Strip|Local|2016-06-25|6|1869
Grand Rapids Strength Games|Local|2016-06-25|28|1902
VBW Summer Open|Local|2016-06-25|10|2057
OLYMPIA PHOENIX CUP|Local|2016-06-25|30|1985
2016 Junior Session @ National Youth Championships|National|2016-06-23|1|1934
IWF Junior World Championship 2016|Local|2016-06-23|13|2110
2016 National Youth Championship|National|2016-06-23|616|1715
Summer Solstice|Local|2016-06-19|35|519
FDU OPEN|Local|2016-06-19|65|1926
Mason-Dixon Open and Olympic Day Celebration|Local|2016-06-18|14|1694
Robert Murphy Memorial / Fl LWC 14 State Cup|Local|2016-06-18|66|2002
Summer Breakers|Local|2016-06-18|68|2005
Robert Murphy Memorial / Fl LWC 14 State Cup|Local|2016-06-18|66|2002
Summer Breakers|Local|2016-06-18|68|2005
2016 Pan American Masters|International|2016-06-17|175|2281
2016 Lake Placid OTC ECG Camp|Local|2016-06-13|11|1954
WBA presents Westchester's second annual Toss Daddy open at Athletes Warehouse|Local|2016-06-12|38|1949
ROC CITY OPEN|Local|2016-06-12|33|1984
The Weightlifting League 5|Local|2016-06-12|31|1849
ZKC USA Lifts For The Kids|Local|2016-06-11|40|1972
The Iron Game Open|Local|2016-06-11|82|1918
Chatham County Olympic Day|Local|2016-06-11|1|1899
DES MOINES OPEN|Local|2016-06-11|57|1900
2016 Northwest Arkansas Barbell Classic|Local|2016-06-11|6|1932
3rd Annual Generation Spring Classic|Local|2016-06-11|90|1653
Kelly Guillory|Local|2016-06-11|10|1980
Chicagoland Summer Weightlifting Competition.|Local|2016-06-11|2|2004
2016 Trident Championships|Local|2016-06-11|55|1680
Battle Near the Border|Local|2016-06-11|47|1905
2016 Pan American Championships|International|2016-06-05|15|2081
3rd HoundWood Gym Pocket-Size Open|Local|2016-06-05|7|1983
Indiana State Championship and Open|Local|2016-06-04|75|1863
3rd Annual Mississippi State Weightlifting Championship|Local|2016-06-04|40|1843
Battle of Normandy (D-Day) Weightlifting Meet|Local|2016-06-04|37|537
Out of Step Barbell Open #10 -|Local|2016-06-04|36|1835
Freak Show Open Weightlifting|Local|2016-06-04|23|2035
2016 BlueWave Weightlifting Championships|Local|2016-06-04|24|1880
Kauai Weightlifting Open 2016|Local|2016-06-04|8|2014
2016 Maryland Potomac Valley Open|Local|2016-06-04|100|1780
2016 Aloha State Games|Local|2016-06-04|62|1937
Summer Slang 2016|Local|2016-06-04|30|1938
U of O Weightlifting Classic|Local|2016-06-04|33|1916
The Lab Gym's Spring Open: Combined Weightlifting, Powerlifting, SuperTotal, and CrossFit Competition|Local|2016-06-03|57|1832
RWL Memorial Day Open Weightlifting Competition|Local|2016-05-28|78|514
Port City Barbell Memorial Day Open|Local|2016-05-28|37|1907
Matt Davis Memorial|Local|2016-05-28|42|1901
Mayday Madness Weightlifting Meet|Local|2016-05-28|4|1946
Hit Your Openers Open|Local|2016-05-28|11|2027
UNRVLD Spring Open|Local|2016-05-22|40|1886
2016 East Bay Battle - Youth & Junior Championships|Local|2016-05-22|63|1963
Bethel Open|Local|2016-05-22|42|1889
SENSE Gym Developmental Meet 2|Local|2016-05-22|4|2022
School's Out Celebration Lift|Local|2016-05-21|7|2017
Niskayuna Open|Local|2016-05-21|8|2018
Last Chance Qualifier for Youth Nationals and Open|Local|2016-05-21|27|1986
First Coast Weightlifting Open and 904 Weightlifting Championships|Local|2016-05-21|11|1997
Solcana Beginner Meet|Local|2016-05-21|32|1855
Vero Beach Classic II|Local|2016-05-21|120|1887
South Beauregard Last Chance Qualifier|Local|2016-05-21|21|2010
New Mexico Games|Local|2016-05-21|82|1988
Last Chance Qualifier|Local|2016-05-21|11|2021
National Law Enforcement Officers Memorial Fundraiser Weightlifting Meet|Local|2016-05-21|12|1721
Solcana Beginner Meet|Local|2016-05-21|32|1855
Vero Beach Classic II|Local|2016-05-21|120|1887
South Beauregard Last Chance Qualifier|Local|2016-05-21|21|2010
New Mexico Games|Local|2016-05-21|82|1988
Last Chance Qualifier|Local|2016-05-21|11|2021
National Law Enforcement Officers Memorial Fundraiser Weightlifting Meet|Local|2016-05-21|12|1721
Nature Coast Classic|Local|2016-05-21|37|1978
Trinity HS Last Chance Youth Qualifier|Local|2016-05-21|21|1868
2016 State of Michigan Weightlifting Championships|Local|2016-05-21|58|1945
Barbell MAYnia|Local|2016-05-21|64|1734
Colorado Last Chance Competition|Local|2016-05-21|6|2024
Northwestern Illinois Last Chance Qualifier & Developmental|Local|2016-05-21|62|1690
Florida Youth National Qualifier|Local|2016-05-20|21|1960
Last last last chance|Local|2016-05-20|9|2020
Spring Qualifier|Local|2016-05-18|6|2013
Spring Liftathon|Local|2016-05-17|6|2007
Larry Mintz Memorial|Local|2016-05-15|30|1829
The Weightlifting League 4|Local|2016-05-15|34|1783
HWC Qualifier|Local|2016-05-15|15|1953
Force Praxeum Invitational|Local|2016-05-14|8|1993
CONROE MCNUTT CLASSIC|Local|2016-05-14|11|2016
2016 Goodland Open|Local|2016-05-14|21|1917
May Madness|Local|2016-05-14|27|1940
Spring Classic|Local|2016-05-14|15|1974
Wake Forest, NC|Local|2016-05-14|6|2008
East Coast Classic|Local|2016-05-14|132|524
Dylan Wall Open|Local|2016-05-14|24|1998
2016 SoCal Open|Local|2016-05-14|25|557
